EMP NO,AGE,MARITAL STATUS,GENDER,EDU_ID,JOB_ID,BUSINESS TRAVEL,CF_ATTRITION LABEL,OVER TIME,DISTANCE FROM HOME,TRAINING TIMES LAST YEAR,HOURLY RATE,DAILY RATE,MONTHLY RATE,MONTHLY INCOME,JOB INVOLVEMENT,JOB SATISFACTION,ENVIRONMENT SATISFACTION,RELATIONSHIP SATISFACTION,PERCENT SALARY HIKE,WORK LIFE BALANCE,PERFORMANCE RATING,NUM COMPANIES WORKED,TOTAL WORKING YEARS,YEARS AT COMPANY,YEARS IN CURRENT ROLE,YEARS SINCE LAST PROMOTION,YEARS WITH CURR MANAGER,DATE JOINED,,,,,,
STAFF-720,47,SINGLE,FEMALE,7,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,4,0,83,955,8571,4163,3,4,4,3,17,3,3,1,9,9,0,0,7,26-02-15,,,,,,
STAFF-721,30,MARRIED,FEMALE,8,8,TRAVEL_RARELY,EX-EMPLOYEES,YES,22,2,48,138,11539,2132,3,3,1,2,11,3,3,4,7,5,2,0,1,10-06-19,,,,,,
STAFF-722,50,MARRIED,MALE,8,6,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,24,2,95,939,4161,13973,3,3,4,4,18,3,3,3,22,12,11,1,5,28-11-12,,,,,,
STAFF-723,38,MARRIED,MALE,16,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,10,0,66,1391,12127,2684,3,3,3,2,17,2,3,0,3,2,1,0,2,22-11-22,,,,,,
STAFF-724,46,DIVORCED,MALE,17,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,3,75,566,24208,10845,3,3,4,2,13,3,3,6,13,8,7,0,7,12-07-16,,,,,,
STAFF-725,24,DIVORCED,FEMALE,16,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,17,6,41,1206,24117,4377,2,3,4,2,15,3,3,1,5,4,2,3,2,23-10-20,,,,,,
STAFF-726,35,DIVORCED,MALE,24,4,TRAVEL_RARELY,EX-EMPLOYEES,YES,14,2,39,622,10074,3743,2,2,3,4,24,1,4,1,5,4,2,0,2,03-10-20,,,,,,
STAFF-727,31,MARRIED,FEMALE,6,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,1,1,96,853,11275,4148,3,1,3,3,12,3,3,1,4,4,3,0,3,25-05-20,,,,,,
STAFF-728,18,SINGLE,MALE,7,8,NON-TRAVEL,CURRENT EMPLOYEES,NO,5,2,73,287,13493,1051,3,4,2,4,15,3,3,1,0,0,0,0,0,22-06-24,,,,,,
STAFF-729,54,MARRIED,FEMALE,28,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,17,2,56,1441,13943,10739,3,3,3,3,11,3,3,8,22,10,7,0,8,13-04-14,,,,,,
STAFF-730,35,DIVORCED,FEMALE,19,3,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,25,3,57,583,6975,10388,3,3,3,3,11,2,3,1,16,16,10,10,1,13-07-08,,,,,,
STAFF-731,30,MARRIED,FEMALE,7,7,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,8,4,73,153,17802,11416,4,1,2,3,12,2,3,0,9,8,7,1,7,04-12-16,,,,,,
STAFF-732,20,SINGLE,FEMALE,18,8,TRAVEL_RARELY,EX-EMPLOYEES,YES,11,2,98,1097,18275,2600,2,1,4,1,15,3,3,1,1,1,0,0,0,04-07-23,,,,,,
STAFF-733,30,SINGLE,FEMALE,18,4,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,5,3,60,109,25725,2422,3,2,2,1,17,3,3,0,4,3,2,1,2,06-11-21,,,,,,
STAFF-734,26,MARRIED,MALE,17,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,32,1066,3334,5472,4,4,4,2,12,3,3,1,8,8,7,1,3,03-07-16,,,,,,
STAFF-735,22,MARRIED,MALE,6,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,8,3,94,217,6881,2451,1,1,2,1,15,2,3,1,4,4,3,1,1,17-06-20,,,,,,
STAFF-736,48,SINGLE,MALE,8,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,6,0,97,277,13119,4240,2,3,1,4,13,3,3,2,19,2,2,2,2,01-01-22,,,,,,
STAFF-737,48,SINGLE,MALE,9,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,4,3,78,1355,22245,10999,2,3,3,2,14,3,3,7,27,15,11,4,8,05-09-09,,,,,,
STAFF-738,41,SINGLE,FEMALE,17,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,6,42,549,23371,5003,3,3,4,2,14,3,3,6,8,2,2,2,1,27-02-22,,,,,,
STAFF-739,39,MARRIED,FEMALE,6,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,3,65,466,7060,12742,2,4,4,3,16,3,3,1,21,21,6,11,8,24-09-03,,,,,,
STAFF-740,27,MARRIED,FEMALE,9,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,47,1055,4658,4227,3,4,1,2,18,3,3,0,4,3,2,2,2,24-04-21,,,,,,
STAFF-741,35,DIVORCED,MALE,23,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,4,45,802,9541,3917,3,4,2,1,20,2,4,1,3,3,2,1,2,20-05-21,,,,,,
STAFF-742,42,MARRIED,MALE,12,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,5,3,90,265,7770,18303,3,3,4,2,13,4,3,6,21,1,0,0,0,17-10-23,,,,,,
STAFF-743,50,MARRIED,MALE,8,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,9,5,64,804,20165,2380,3,4,1,2,18,3,3,4,8,1,0,0,0,17-06-23,,,,,,
STAFF-744,59,SINGLE,FEMALE,8,6,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,2,4,69,715,21829,13726,2,4,3,1,13,3,3,3,30,5,3,4,3,21-01-19,,,,,,
STAFF-745,37,MARRIED,FEMALE,17,3,TRAVEL_RARELY,EX-EMPLOYEES,NO,11,2,61,1141,14382,4777,1,2,1,1,15,1,3,5,15,1,0,0,0,06-08-23,,,,,,
STAFF-746,55,MARRIED,MALE,19,3,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,18,3,62,135,12992,6385,3,2,3,4,14,3,3,3,17,8,7,6,7,28-04-16,,,,,,
STAFF-747,41,DIVORCED,FEMALE,6,7,NON-TRAVEL,CURRENT EMPLOYEES,NO,7,3,55,247,20284,19973,1,3,2,2,22,3,4,1,21,21,16,5,10,06-05-03,,,,,,
STAFF-748,38,SINGLE,MALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,3,1,42,1035,4981,6861,3,4,2,3,12,3,3,8,19,1,0,0,0,26-09-23,,,,,,
STAFF-749,26,SINGLE,MALE,17,10,NON-TRAVEL,EX-EMPLOYEES,NO,29,6,79,265,21813,4969,1,1,2,4,18,3,3,8,7,2,2,2,2,14-09-22,,,,,,
STAFF-750,52,MARRIED,FEMALE,11,9,TRAVEL_RARELY,EX-EMPLOYEES,NO,2,3,57,266,25846,19845,1,4,1,4,15,3,3,1,33,32,14,6,9,03-01-92,,,,,,
STAFF-751,44,MARRIED,FEMALE,18,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,28,2,53,1448,11737,13320,4,4,4,3,18,3,3,3,23,12,11,11,11,16-05-12,,,,,,
STAFF-752,50,MARRIED,FEMALE,8,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,1,3,95,145,24920,6347,3,3,4,1,12,3,3,0,19,18,7,0,13,21-08-06,,,,,,
STAFF-753,36,SINGLE,FEMALE,9,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,16,1,43,885,8269,2743,4,1,3,3,16,3,3,1,18,17,13,15,14,04-08-07,,,,,,
STAFF-754,39,SINGLE,FEMALE,18,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,22,2,82,945,5083,10880,3,1,4,3,13,3,3,1,21,21,6,2,8,13-11-03,,,,,,
STAFF-755,33,SINGLE,FEMALE,6,11,NON-TRAVEL,CURRENT EMPLOYEES,NO,8,2,88,1038,21437,2342,2,4,2,4,19,2,3,0,3,2,2,2,2,16-02-22,,,,,,
STAFF-756,45,MARRIED,FEMALE,7,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,11,4,90,1234,5404,17650,3,4,4,2,13,4,3,3,26,9,3,1,1,22-07-15,,,,,,
STAFF-757,32,SINGLE,FEMALE,19,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,29,2,69,1109,11135,4025,3,3,4,2,12,3,3,9,10,8,7,7,7,18-09-16,,,,,,
STAFF-758,34,DIVORCED,MALE,14,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,75,216,12278,9725,4,4,2,4,11,2,3,0,16,15,1,0,9,09-04-09,,,,,,
STAFF-759,59,MARRIED,MALE,27,9,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,1,1,66,1089,11038,11904,3,4,2,3,14,1,3,3,14,6,4,0,4,02-10-18,,,,,,
STAFF-760,45,SINGLE,MALE,19,1,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,24,3,36,788,8318,2177,3,2,2,1,16,3,3,1,6,6,3,0,4,05-11-18,,,,,,
STAFF-761,53,MARRIED,FEMALE,13,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,2,38,124,23537,7525,2,2,3,1,12,3,3,2,30,15,7,6,12,06-09-09,,,,,,
STAFF-762,36,DIVORCED,MALE,23,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,15,3,81,660,7858,4834,3,3,1,2,14,2,3,7,9,1,0,0,0,09-08-23,,,,,,
STAFF-763,26,MARRIED,MALE,8,8,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,2,2,57,342,15346,2042,3,1,1,2,14,3,3,6,6,3,2,1,2,03-04-21,,,,,,
STAFF-764,34,MARRIED,FEMALE,9,11,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,2,87,1333,18410,2220,3,3,3,4,19,3,3,1,1,1,1,0,0,20-09-23,,,,,,
STAFF-765,28,MARRIED,MALE,16,11,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,5,74,1144,23384,1052,3,2,4,2,22,3,4,1,1,1,0,0,0,24-06-23,,,,,,
STAFF-766,38,MARRIED,MALE,24,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,3,2,44,1186,2997,2821,3,3,3,1,16,3,3,3,8,2,2,2,2,12-05-22,,,,,,
STAFF-767,50,MARRIED,MALE,19,7,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,2,2,62,1464,12853,19237,3,3,2,4,11,2,3,2,29,8,1,7,7,07-07-16,,,,,,
STAFF-768,37,SINGLE,FEMALE,23,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,3,35,124,13848,4107,3,2,4,1,15,2,3,3,8,4,3,0,1,26-07-20,,,,,,
STAFF-769,40,MARRIED,MALE,13,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,26,3,74,300,22217,8396,3,1,3,2,14,2,3,1,8,7,7,7,5,28-03-17,,,,,,
STAFF-770,26,DIVORCED,FEMALE,16,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,1,5,66,921,25265,2007,2,3,1,3,13,3,3,1,5,5,3,1,3,14-02-19,,,,,,
STAFF-771,46,DIVORCED,MALE,19,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,0,40,430,21445,19627,3,4,4,4,17,3,3,9,23,2,2,2,2,21-12-22,,,,,,
STAFF-772,54,MARRIED,FEMALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,4,41,1082,8392,10686,2,3,3,2,11,3,3,6,13,9,4,7,0,28-12-15,,,,,,
STAFF-773,56,MARRIED,FEMALE,18,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,9,4,63,1240,12154,2942,3,3,1,2,19,3,3,2,18,5,4,0,3,08-06-19,,,,,,
STAFF-774,36,SINGLE,FEMALE,20,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,12,2,51,796,15669,8858,2,4,4,2,11,2,3,0,15,14,8,7,8,18-02-10,,,,,,
STAFF-775,55,SINGLE,MALE,16,5,NON-TRAVEL,CURRENT EMPLOYEES,NO,2,3,40,444,17323,16756,2,1,3,2,15,4,3,7,31,9,7,6,2,26-08-15,,,,,,
STAFF-776,43,DIVORCED,MALE,18,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,25,5,79,415,5268,10798,2,4,3,3,13,3,3,5,18,1,0,0,0,04-07-23,,,,,,
STAFF-777,20,SINGLE,FEMALE,13,11,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,9,3,54,769,17205,2323,3,4,4,2,14,3,3,1,2,2,2,0,2,12-03-22,,,,,,
STAFF-778,21,SINGLE,FEMALE,8,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,10,6,36,1334,17258,1416,2,1,3,1,13,2,3,1,1,1,0,1,0,06-12-23,,,,,,
STAFF-779,46,DIVORCED,FEMALE,9,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,8,2,74,1003,21029,4615,2,1,4,1,23,3,4,8,19,16,13,1,7,16-12-08,,,,,,
STAFF-780,51,MARRIED,MALE,9,8,TRAVEL_RARELY,EX-EMPLOYEES,YES,4,2,34,1323,10332,2461,3,3,1,3,12,4,3,9,18,10,0,2,7,04-12-14,,,,,,
STAFF-781,28,SINGLE,MALE,27,3,NON-TRAVEL,EX-EMPLOYEES,NO,24,2,72,1366,12355,8722,2,1,2,1,12,2,3,1,10,10,7,1,9,15-09-14,,,,,,
STAFF-782,26,MARRIED,MALE,17,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,59,192,11141,3955,2,1,1,1,16,3,3,1,6,5,3,1,3,26-06-19,,,,,,
STAFF-783,30,MARRIED,MALE,23,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,20,1,85,1176,9096,9957,3,1,3,3,15,2,3,0,7,6,2,0,2,10-08-18,,,,,,
STAFF-784,41,MARRIED,FEMALE,27,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,3,43,509,18863,3376,4,3,2,3,13,3,3,1,10,10,6,0,8,11-12-14,,,,,,
STAFF-785,38,MARRIED,FEMALE,6,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,17,4,65,330,24608,8823,2,3,3,1,18,2,3,0,20,19,9,1,9,02-01-05,,,,,,
STAFF-786,40,MARRIED,MALE,29,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,20,6,61,1492,26542,10322,3,4,1,4,20,3,4,4,14,11,10,11,1,26-10-13,,,,,,
STAFF-787,27,MARRIED,MALE,10,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,8,4,87,1277,5869,4621,1,3,1,4,19,3,3,1,3,3,2,1,2,05-01-21,,,,,,
STAFF-788,55,MARRIED,MALE,6,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,4,65,1091,15813,10976,3,2,4,2,18,3,3,3,23,3,2,1,2,07-01-21,,,,,,
STAFF-789,28,SINGLE,FEMALE,23,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,4,59,857,7909,3660,3,3,3,4,13,4,3,3,10,8,7,1,7,20-10-16,,,,,,
STAFF-790,44,MARRIED,MALE,17,1,TRAVEL_RARELY,EX-EMPLOYEES,NO,1,1,91,1376,2326,10482,2,1,2,4,14,3,3,9,24,20,6,3,6,11-07-04,,,,,,
STAFF-791,33,DIVORCED,MALE,8,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,5,2,34,654,21214,7119,2,4,4,3,15,3,3,4,9,3,2,1,2,10-12-21,,,,,,
STAFF-792,35,SINGLE,MALE,28,10,TRAVEL_RARELY,EX-EMPLOYEES,YES,4,2,86,1204,10333,9582,3,1,4,1,22,3,4,0,9,8,7,4,7,02-05-16,,,,,,
STAFF-793,33,SINGLE,FEMALE,19,8,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,29,4,54,827,3129,4508,2,3,1,2,22,3,4,1,14,13,7,3,8,10-01-11,,,,,,
STAFF-794,28,DIVORCED,MALE,7,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,15,5,50,895,22482,2207,3,3,1,4,16,2,3,1,4,4,2,2,2,26-05-20,,,,,,
STAFF-795,34,SINGLE,MALE,6,3,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,3,1,45,618,22266,7756,3,4,1,3,17,2,3,0,7,6,2,0,4,03-03-18,,,,,,
STAFF-796,37,DIVORCED,FEMALE,9,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,5,88,309,24223,6694,2,4,4,3,14,3,3,2,8,1,0,0,0,12-03-23,,,,,,
STAFF-797,25,MARRIED,MALE,26,4,TRAVEL_RARELY,EX-EMPLOYEES,YES,4,3,32,1219,4605,3691,3,4,4,2,15,4,3,1,7,7,7,5,6,08-07-17,,,,,,
STAFF-798,26,DIVORCED,MALE,18,4,TRAVEL_RARELY,EX-EMPLOYEES,NO,21,0,37,1330,19373,2377,3,3,1,3,20,2,4,1,1,1,1,0,0,15-10-23,,,,,,
STAFF-799,33,SINGLE,MALE,18,8,TRAVEL_RARELY,EX-EMPLOYEES,YES,25,0,55,1017,2993,2313,2,2,1,2,20,3,4,4,5,2,2,2,2,04-06-22,,,,,,
STAFF-800,42,MARRIED,MALE,17,5,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,3,35,469,14399,17665,3,1,4,4,17,3,3,0,23,22,6,13,7,03-11-02,,,,,,
STAFF-801,28,DIVORCED,MALE,18,4,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,1,2,45,1009,7160,2596,2,2,1,1,15,3,3,1,1,1,0,0,0,06-07-23,,,,,,
STAFF-802,50,SINGLE,MALE,24,10,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,1,4,81,959,17251,4728,3,3,4,4,14,3,3,3,5,0,0,0,0,11-04-24,,,,,,
STAFF-803,33,MARRIED,FEMALE,8,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,7,3,30,970,13401,4302,3,2,4,3,17,3,3,0,4,3,2,0,2,05-01-21,,,,,,
STAFF-804,34,MARRIED,MALE,9,8,NON-TRAVEL,CURRENT EMPLOYEES,NO,3,2,40,697,22478,2979,2,4,3,4,17,3,3,3,6,0,0,0,0,20-10-24,,,,,,
STAFF-805,48,SINGLE,MALE,19,5,NON-TRAVEL,CURRENT EMPLOYEES,NO,1,3,35,1262,16154,16885,4,4,1,3,22,2,4,2,27,5,4,2,1,23-05-19,,,,,,
STAFF-806,45,MARRIED,FEMALE,9,10,NON-TRAVEL,CURRENT EMPLOYEES,NO,9,2,65,1050,17970,5593,2,3,2,4,13,3,3,1,15,15,10,4,12,19-07-09,,,,,,
STAFF-807,52,SINGLE,MALE,9,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,7,4,87,994,15322,10445,3,2,2,4,19,3,3,7,18,8,6,4,0,27-02-16,,,,,,
STAFF-808,38,DIVORCED,MALE,14,10,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,10,2,73,770,5569,8740,2,3,3,2,14,3,3,0,9,8,7,2,7,21-11-16,,,,,,
STAFF-809,29,DIVORCED,FEMALE,9,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,28,1,93,1107,26968,2514,3,4,3,1,22,3,4,4,11,7,5,1,7,15-01-17,,,,,,
STAFF-810,28,DIVORCED,FEMALE,18,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,3,93,950,8039,7655,3,2,4,2,17,2,3,0,10,9,7,1,7,20-10-15,,,,,,
STAFF-811,46,MARRIED,MALE,11,9,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,3,52,406,15596,17465,3,3,1,4,12,3,3,3,23,12,9,4,9,15-11-12,,,,,,
STAFF-812,38,SINGLE,MALE,12,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,32,130,20619,7351,3,2,4,3,16,3,3,7,10,1,0,0,0,15-07-23,,,,,,
STAFF-813,43,MARRIED,FEMALE,8,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,27,1,83,1082,11535,10820,3,1,3,3,11,3,3,8,18,8,7,0,1,02-11-16,,,,,,
STAFF-814,39,DIVORCED,MALE,8,3,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,2,4,84,203,13547,12169,3,4,1,4,11,3,3,7,21,18,7,11,5,06-07-06,,,,,,
STAFF-815,40,SINGLE,MALE,18,7,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,14,2,44,1308,17544,19626,2,3,3,1,14,4,3,1,21,20,7,4,9,08-08-04,,,,,,
STAFF-816,21,SINGLE,FEMALE,26,8,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,1,6,70,984,25326,2070,2,2,4,3,11,4,3,1,2,2,2,2,2,18-06-22,,,,,,
STAFF-817,39,SINGLE,MALE,8,4,NON-TRAVEL,CURRENT EMPLOYEES,NO,9,2,70,439,8770,6782,3,2,3,3,15,2,3,9,9,5,4,0,3,24-11-19,,,,,,
STAFF-818,36,SINGLE,MALE,9,6,NON-TRAVEL,CURRENT EMPLOYEES,NO,18,0,78,217,23238,7779,3,4,1,1,20,3,4,2,18,11,9,0,9,19-03-13,,,,,,
STAFF-819,31,MARRIED,MALE,8,11,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,20,4,67,793,21981,2791,4,4,3,1,12,3,3,0,3,2,2,2,2,27-06-22,,,,,,
STAFF-820,28,MARRIED,MALE,6,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,67,1451,19911,3201,2,2,1,1,17,1,3,0,6,5,3,0,4,21-06-19,,,,,,
STAFF-821,35,DIVORCED,MALE,12,10,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,11,3,54,1182,18500,4968,3,4,4,4,11,3,3,1,5,5,2,0,2,17-09-19,,,,,,
STAFF-822,49,MARRIED,MALE,29,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,8,3,56,174,11879,13120,2,2,4,2,17,3,3,6,22,9,8,2,3,17-12-15,,,,,,
STAFF-823,34,SINGLE,MALE,7,6,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,2,3,95,1003,15834,4033,3,3,4,4,11,2,3,2,5,3,2,0,2,09-01-21,,,,,,
STAFF-824,29,DIVORCED,FEMALE,8,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,10,2,61,490,17940,3291,3,2,4,4,14,2,3,0,8,7,5,1,1,24-10-17,,,,,,
STAFF-825,42,SINGLE,MALE,18,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,29,3,56,188,9558,4272,1,4,2,1,19,3,3,4,16,1,0,0,0,11-10-23,,,,,,
STAFF-826,29,MARRIED,MALE,16,6,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,8,2,79,718,17689,5056,2,4,2,3,15,2,3,1,10,10,7,1,2,20-10-14,,,,,,
STAFF-827,38,MARRIED,MALE,3,1,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,37,433,6004,2844,4,3,3,4,13,4,3,1,7,7,6,5,0,22-12-17,,,,,,
STAFF-828,28,DIVORCED,MALE,8,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,6,2,39,773,22088,2703,2,3,3,4,14,3,3,1,3,3,1,0,2,26-10-21,,,,,,
STAFF-829,18,SINGLE,MALE,16,4,NON-TRAVEL,EX-EMPLOYEES,NO,8,0,80,247,13556,1904,3,3,3,4,12,3,3,1,0,0,0,0,0,02-10-24,,,,,,
STAFF-830,33,SINGLE,FEMALE,14,10,TRAVEL_RARELY,EX-EMPLOYEES,YES,9,3,77,603,18385,8224,3,1,1,1,17,3,3,0,6,5,2,0,3,13-02-19,,,,,,
STAFF-831,41,MARRIED,MALE,9,4,TRAVEL_RARELY,CURRENT EMPLOYEES,YES,12,4,46,167,9051,4766,3,4,2,1,11,3,3,3,6,1,0,0,0,24-02-23,,,,,,
STAFF-832,31,MARRIED,MALE,18,4,TRAVEL_FREQUENTLY,EX-EMPLOYEES,NO,15,5,72,874,6233,2610,3,3,3,3,12,2,3,1,2,2,2,2,2,01-10-22,,,,,,
STAFF-833,37,DIVORCED,FEMALE,17,3,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,25,2,52,367,17171,5731,2,4,3,3,13,3,3,7,9,6,2,1,3,17-06-18,,,,,,
STAFF-834,27,MARRIED,MALE,8,8,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,6,0,55,199,7950,2539,2,3,4,3,13,3,3,1,4,4,2,2,2,25-04-20,,,,,,
STAFF-835,34,MARRIED,FEMALE,6,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,9,3,70,1400,5829,5714,3,3,2,1,20,2,4,1,6,6,5,1,3,21-04-18,,,,,,
STAFF-836,35,SINGLE,MALE,29,1,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,8,2,100,528,7108,4323,3,3,3,2,17,1,3,1,6,5,4,1,4,09-07-19,,,,,,
STAFF-837,29,MARRIED,FEMALE,6,10,TRAVEL_RARELY,EX-EMPLOYEES,NO,23,3,45,408,11162,7336,2,1,4,1,13,1,3,1,11,11,8,3,10,12-03-13,,,,,,
STAFF-838,40,SINGLE,FEMALE,19,7,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,9,3,88,593,13782,13499,3,3,2,3,17,2,3,9,20,18,7,2,13,05-05-06,,,,,,
STAFF-839,42,SINGLE,MALE,8,10,TRAVEL_FREQUENTLY,EX-EMPLOYEES,YES,12,2,44,481,2447,13758,3,1,3,2,12,2,3,0,22,21,9,13,14,08-01-03,,,,,,
STAFF-840,42,SINGLE,MALE,14,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,4,3,45,647,2253,5155,3,1,2,4,13,4,3,7,9,6,4,1,5,28-05-18,,,,,,
STAFF-841,35,MARRIED,MALE,19,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,1,2,58,982,16340,2258,2,3,4,2,12,3,3,6,10,8,0,1,7,16-11-16,,,,,,
STAFF-842,24,SINGLE,MALE,18,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,24,2,49,477,6409,3597,3,2,4,4,22,3,4,8,6,4,3,1,2,08-07-20,,,,,,
STAFF-843,28,MARRIED,FEMALE,6,4,TRAVEL_RARELY,EX-EMPLOYEES,YES,12,4,79,1485,22955,2515,3,4,3,4,11,2,3,1,1,1,1,0,0,01-05-23,,,,,,
STAFF-844,26,MARRIED,MALE,19,4,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,3,2,82,1384,13421,4420,4,4,1,2,22,3,4,1,8,8,7,0,7,26-12-16,,,,,,
STAFF-845,30,MARRIED,MALE,13,10,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,10,3,72,852,2706,6578,2,3,3,1,18,3,3,1,10,10,3,1,4,03-02-14,,,,,,
STAFF-846,40,MARRIED,FEMALE,17,8,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,YES,26,3,92,902,21203,4422,2,4,3,4,13,1,3,3,16,1,1,0,0,11-12-23,,,,,,
STAFF-847,35,DIVORCED,MALE,8,6,TRAVEL_RARELY,CURRENT EMPLOYEES,NO,2,2,44,819,19588,10274,2,2,3,2,18,4,3,2,15,7,7,6,4,27-11-17,,,,,,
STAFF-848,34,SINGLE,MALE,18,3,TRAVEL_FREQUENTLY,CURRENT EMPLOYEES,NO,1,3,97,669,25755,5343,2,1,4,3,20,3,4,0,14,13,9,4,9,02-12-11,,,,,,
